order,url,page_type,section,opt_a_link,opt_a_text,opt_a_img,opt_b_link,opt_b_text,opt_b_img,other_images,other_text,match_taxon,match_common,image_credits
281,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=16&key=2,Option-page,Section: Carnivora,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=319,In both the upper and lower jaws the teeth behind the canines are very small with spaces between each one and all of these teeth are of similar size.,http://archive.fieldmuseum.org/tanzania/Key_Images/Carnivora_2a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=22&key=1,"A.  In both the upper and lower jaws the teeth behind the canines are not very small and there is little to no space between each one.   
B.  On both sides of the upper jaw the second to the last tooth is the largest of the teeth behind the canines, and...
C.  The last tooth is small relative to the tooth in front of it.

",http://archive.fieldmuseum.org/tanzania/Key_Images/Carnivora_2b.jpg,,"['', '', '©R. Banasiak', '©L. Watson', 'Select', 'Select']",,,©R. Banasiak | ©L. Watson
296,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=324,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_O_megalotis_324_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_O_megalotis_324_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_O_megalotis_324.jpg,,Otocyon,,
298,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=323,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_L_pictus_323_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_L_pictus_323_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_L_pictus_323.jpg,,Lycaon,,
299,http://archive.fieldmuseum.org/tanzania/SkullKey_end.asp?ID=118,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/Key_Images/Results_118a.jpg | http://archive.fieldmuseum.org/tanzania/Key_Images/Results_118b.jpg,"['There are three species known from Tanzania: Canis adustus (the side-striped jackal), Canis aureus (the golden jackal) and Canis mesomelas (the black or silver-backed jackal).  Another species, Canis familiaris (the domestic dog) is introduced to the country.  Jackals are omnivorous and found in a variety of habitats.']",Canis,,©B. Stanley | ©R. Banasiak
297,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=17&key=2,Option-page,Section: Canidae,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=323,"A.  The greatest width of the skull is wider than 100 mm.
B.  The greatest length of the skull is longer than 150 mm.",http://archive.fieldmuseum.org/tanzania/Key_Images/Canidae_2a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey_end.asp?ID=118,"A.  The greatest width of the skull is narrower than 100 mm.
B.  The greatest length of the skull is longer than 150 mm.",http://archive.fieldmuseum.org/tanzania/Key_Images/Canidae_2b.jpg,,"['', '', '©L. Watson', '©P. Lai', 'Select', 'Select']",,,©L. Watson | ©P. Lai
295,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=17&key=1,Option-page,Section: Canidae,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=324,"For the upper and lower toothrows combined, the total number of teeth behind the canine on each side is equal to, or more than 15.

",http://archive.fieldmuseum.org/tanzania/Key_Images/Canidae_1a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=17&key=2,"For the upper and lower toothrows combined, the total number of teeth behind the canine on each side is fewer than 15.
",http://archive.fieldmuseum.org/tanzania/Key_Images/Canidae_1b.jpg,,"['', '', '©L. Watson', '©L. Watson', 'Select', 'Select']",,,©L. Watson | ©L. Watson
302,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=318,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_H_hyaena_318_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_H_hyaena_318_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_H_hyaena_318.jpg,,Hyaena,,
303,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=317,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_C_crocuta_317_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_C_crocuta_317_b.jpg,,Crocuta,,
301,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=18&key=1,Option-page,Section: Hyaenidae,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=318,"The greatest dimension of the last tooth on either side of the upper jaw is equal to, or greater than the width of the back 1/3 of the tooth in front of it.",http://archive.fieldmuseum.org/tanzania/Key_Images/Hyaenid_1a.jpg,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=317,The greatest dimension of the last tooth on either side of the upper jaw is much less than the width of the back 1/3 of the tooth in front of it.  This tiny tooth is often missing.,http://archive.fieldmuseum.org/tanzania/Key_Images/Hyaenid_1b.jpg,,"['', '', '©P. Lai', '©P. Lai', 'Select', 'Select']",,,©P. Lai | ©P. Lai
307,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=325,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_A_capensis_325_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_A_capensis_325_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_A_capensis_325.jpg,,Aonyx,,
308,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=326,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_H_maculicollis_326_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_H_maculicollis_326_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_H_maculicollis_326.jpg,,Hydrictis,,
306,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=19&key=2,Option-page,Section: Mustelidae,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=325,"A.  The mastoid process is strong, projecting well below the auditory meatus.
B.  The greatest length of the skull is longer than 115 mm.
C.  The region of the cranium above the orbits is inflated.",http://archive.fieldmuseum.org/tanzania/Key_Images/Mustelidae_2a.jpg,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=326,"A.  The mastoid process is weak, and does not project below the auditory meatus. 
B.  The greatest length of the skull is shorter than 110 mm.
C.  The region of the cranium above the orbits is not inflated.",http://archive.fieldmuseum.org/tanzania/Key_Images/Mustelidae_2b.jpg,,"['', '', '©P. Lai', '©P. Lai', 'Select', 'Select']",,,©P. Lai | ©P. Lai
310,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=328,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_M_capensis_328_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_M_capensis_328_b.jpg,,Mellivora,,
312,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=329,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_P_albinucha_329_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_P_albinucha_329_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_P_albinucha_329.jpg,,Poecilogale,,
313,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=327,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_I_striatus_327_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_I_striatus_327_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_I_striatus_327.jpg,,Ictonyx,,
311,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=19&key=4,Option-page,Section: Mustelidae,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=329,There are 3 teeth behind the canine on each side of the upper jaw.,http://archive.fieldmuseum.org/tanzania/Key_Images/Mustelidae_4a.jpg,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=327,There are 4 teeth behind the canine on each side of the upper jaw.,http://archive.fieldmuseum.org/tanzania/Key_Images/Mustelidae_4b.jpg,,"['', '', '©P. Lai', '©P. Lai', 'Select', 'Select']",,,©P. Lai | ©P. Lai
309,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=19&key=3,Option-page,Section: Mustelidae,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=328,"A.  The greatest length of the skull is longer than 100 mm.
B.  For the upper and lower jaws combined, the total number of teeth behind the canine on each side is equal to 8.",http://archive.fieldmuseum.org/tanzania/Key_Images/Mustelidae_3a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=19&key=4,"A.  The greatest length of the skull is shorter than 80 mm.
B.  For the upper and lower jaws combined, the total number of teeth behind the canine on each side is either more than, or fewer than, but never equal to 8.",http://archive.fieldmuseum.org/tanzania/Key_Images/Mustelidae_3b.jpg,,"['', '', '©P. Lai', '©P. Lai', 'Select', 'Select']",,,©P. Lai | ©P. Lai
305,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=19&key=1,Option-page,Section: Mustelidae,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=19&key=2,There are 5 teeth behind the canine on either side of the upper jaw.,http://archive.fieldmuseum.org/tanzania/Key_Images/Mustelidae_1a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=19&key=3,There are fewer than 5 teeth behind the canine on either side of the upper jaw.,http://archive.fieldmuseum.org/tanzania/Key_Images/Mustelidae_1b.jpg,,"['', '', '©P. Lai & L. Watson', '©P. Lai', 'Select', 'Select']",,,©P. Lai & L. Watson | ©P. Lai
317,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=302,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_A_paludinosus_302_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_A_paludinosus_302_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_A_paludinosus_302.jpg,,Atilax,,
319,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=310,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_H_parvula_310_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_H_parvula_310_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_H_parvula_310.jpg,,Helogale,,
320,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=315,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_M_mungo_315_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_M_mungo_315_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_M_mungo_315.jpg,,Mungos,,
318,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=21&key=3,Option-page,Section: Herpestidae,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=310,The greatest length of the skull is shorter than 58 mm.,http://archive.fieldmuseum.org/tanzania/Key_Images/Herpestidae_3a.jpg,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=315,The greatest length of the skull is longer than 58 mm.,http://archive.fieldmuseum.org/tanzania/Key_Images/Herpestidae_3b.jpg,,"['', '', '©P. Lai', '©P. Lai', 'Select', 'Select']",,,©P. Lai | ©P. Lai
316,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=21&key=2,Option-page,Section: Herpestidae,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=302,The greatest length of the skull is longer than 100 mm.,http://archive.fieldmuseum.org/tanzania/Key_Images/Herpestidae_2a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=21&key=3,The greatest length of the skull is shorter than 100 mm.,http://archive.fieldmuseum.org/tanzania/Key_Images/Herpestidae_2b.jpg,,"['', '', '©P. Lai', '©P. Lai', 'Select', 'Select']",,,©P. Lai | ©P. Lai
322,http://archive.fieldmuseum.org/tanzania/SkullKey_end.asp?ID=134,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/Key_Images/Results_134a.jpg | http://archive.fieldmuseum.org/tanzania/Key_Images/Results_134b.jpg,['There are 2 species known from Tanzania: Herpestes ichneumon (the Egyptian mongoose) and Herpestes sanguinea (the Slender mongoose).  The black tip to the tail of Herpestes ichneumon causes some people to call it the black-tipped mongoose.  Herpestes sanguinea is variable in coat color and is often melanistic.'],Herpestes,,©B. Stanley | ©P. Lai
324,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=316,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_R_melleri_316_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_R_melleri_316_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_R_melleri_316.jpg,,Rhynchogale,,
326,http://archive.fieldmuseum.org/tanzania/SkullKey_end.asp?ID=136,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/Key_Images/Results_136a.jpg | http://archive.fieldmuseum.org/tanzania/Key_Images/Results_136b.jpg,['There is 1 species known in Tanzania: Bdeogale crassicauda.\r\nThe bushy-tailed mongoose is recognizable by its bushy tail and the presence of 4 digits on all 4 feet.'],Bdeogale,,©R. Killackey | ©P. Lai
327,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=314,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_I_albicauda_314_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_I_albicauda_314_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_I_albicauda_314.jpg,,Ichneumia,,
325,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=21&key=6,Option-page,Section: Herpestidae,http://archive.fieldmuseum.org/tanzania/SkullKey_end.asp?ID=136,"A.  The supraorbital process is directed only slightly down from, and almost straight out from the skull.
B.  The post-orbital constriction (C) is less than 85% of the interorbital constriction (D).",http://archive.fieldmuseum.org/tanzania/Key_Images/Herpestidae_6a.jpg,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=314,"A.  The supraorbital process is directed down from, and not straight out from the skull.
B.  The post-orbital constriction (C) is greater than 85% of the interorbital constriction (D).",http://archive.fieldmuseum.org/tanzania/Key_Images/Herpestidae_6b.jpg,,"['', '', '©P. Lai', '©P. Lai', 'Select', 'Select']",,,©P. Lai | ©P. Lai
323,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=21&key=5,Option-page,Section: Herpestidae,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=316,The width of the bony palate behind the toothrows (A) is greater than the distance between the back border of the toothrows and the back end of the palate (B).,http://archive.fieldmuseum.org/tanzania/Key_Images/Herpestidae_5a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=21&key=6,The width of the bony palate behind the toothrows (A) is less than the distance between the back border of the toothrows and the back end of the palate (B).,http://archive.fieldmuseum.org/tanzania/Key_Images/Herpestidae_5b.jpg,,"['', '', '©R. Banasiak; USNM 367378', '©P. Lai', 'Select', 'Select']",,,©R. Banasiak; USNM 367378 | ©P. Lai
321,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=21&key=4,Option-page,Section: Herpestidae,http://archive.fieldmuseum.org/tanzania/SkullKey_end.asp?ID=134,The orbit has a complete bony posterior border because of the supraorbital process joining the jugal process projecting up from the zygomatic arch.,http://archive.fieldmuseum.org/tanzania/Key_Images/Herpestidae_4a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=21&key=5,"The orbit does not have a complete bony posterior border because the supraorbital process does not join the jugal process projecting up from the zygomatic arch.

",http://archive.fieldmuseum.org/tanzania/Key_Images/Herpestidae_4b.jpg,,"['', '', '©P. Lai', '©P. Lai', 'Select', 'Select']",,,©P. Lai | ©P. Lai
315,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=21&key=1,Option-page,Section: Herpestidae,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=21&key=2,There are 5 teeth behind the canine on either side of the upper jaw.,http://archive.fieldmuseum.org/tanzania/Key_Images/Herpestidae_1a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=21&key=4,There are 6 teeth behind the canine on either side of the upper jaw.,http://archive.fieldmuseum.org/tanzania/Key_Images/Herpestidae_1b.jpg,,"['', '', '©L. Watson', '©P. Lai', 'Select', 'Select']",,,©L. Watson | ©P. Lai
329,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=301,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_N_binotata_301_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_N_binotata_301_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_N_binotata_301.jpg,,Nandinia,,
331,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=292,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_C_civetta_292_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_C_civetta_292_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_C_civetta_292.jpg,,Civettictis,,
333,http://archive.fieldmuseum.org/tanzania/SkullKey_end.asp?ID=130,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/Key_Images/Results_130a.jpg | http://archive.fieldmuseum.org/tanzania/Key_Images/Results_130b.jpg,"['There are 3 species known in Tanzania: Genetta genetta, Genetta servalina and Genetta tigrina.  The genets are recognized by the ringed long tail and spots in rows on the side of the animal.  There is only one longitudinal stripe along the back of the animal.']",Genetta,,©B. Stanley | ©P. Lai
334,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=300,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_V_indica_300_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_V_indica_300_b.jpg,,Viverricula,,
332,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=20&key=3,Option-page,Section: Viverridae,http://archive.fieldmuseum.org/tanzania/SkullKey_end.asp?ID=130,"The alisphenoid canal is present.  To determine this, pass a thin wire through any small holes in the region shown and look for it to come out on the same side of the skull. If it does, the canal is present. 
",http://archive.fieldmuseum.org/tanzania/Key_Images/Viverridae_3a.jpg,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=300,"The alisphenoid canal is absent.  To determine this, pass a thin wire through any small holes in the region shown and look for it to come out on the same side of the skull. If it doesn't, the canal is absent. 
",http://archive.fieldmuseum.org/tanzania/Key_Images/Viverridae_3b.jpg,,"['', '', '©R. Banasiak & L. Watson', '©R. Banasiak & L. Watson', 'Select', 'Select']",,,©R. Banasiak & L. Watson | ©R. Banasiak & L. Watson
330,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=20&key=2,Option-page,Section: Viverridae,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=292,The greatest length of the skull is longer than 110 mm.,http://archive.fieldmuseum.org/tanzania/Key_Images/Viverridae_2a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=20&key=3,The greatest length of the skull is shorter than 110 mm.,http://archive.fieldmuseum.org/tanzania/Key_Images/Viverridae_2b.jpg,,"['', '', '©L. Watson', '©L. Watson', 'Select', 'Select']",,,©L. Watson | ©L. Watson
328,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=20&key=1,Option-page,Section: Viverridae,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=301,"A.  The auditory bulla is much reduced and incomplete.
B.  The paroccipital process projects away from the auditory bulla and points backwards from the cranium.",http://archive.fieldmuseum.org/tanzania/Key_Images/Viverridae_1a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=20&key=2,"A.  The auditory bulla is complete and not reduced.
B.  The paroccipital process is in contact with the auditory bulla and does not point backwards from the cranium.",http://archive.fieldmuseum.org/tanzania/Key_Images/Viverridae_1b.jpg,,"['', '', '©R. Banasiak', '©R. Banasiak', 'Select', 'Select']",,,©R. Banasiak | ©R. Banasiak
314,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=16&key=6,Option-page,Section: Carnivora,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=21&key=1,"A.  The supraorbital process and the jugal process off the zygomatic arch form a complete ring (or nearly so), or...
B.  the jugal process is well developed or pointed.
C. There is a bony tube that surrounds the auditory meatus.",http://archive.fieldmuseum.org/tanzania/Key_Images/Carnivora_6a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=20&key=1,"A.  The supraorbital process and the jugal process off the zygomatic arch never form a complete ring (or nearly so).
B.  The jugal process is never well developed or pointed.
C. There is never a bony tube that surrounds the auditory meatus.
",http://archive.fieldmuseum.org/tanzania/Key_Images/Carnivora_6b.jpg,,"['', '', '©R. Banasiak & P. Lai', '©R. Banasiak & L. Watson', 'Select', 'Select']",,,©R. Banasiak & P. Lai | ©R. Banasiak & L. Watson
304,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=16&key=5,Option-page,Section: Carnivora,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=19&key=1,"A.  The alisphenoid canal is absent.  To determine this, pass a thin wire through any small holes in the region shown and look for it to come out on the same side of the skull.  If it doesn't, the canal is absent. 
B.  The total number of teeth one either side of the upper jaw is 5, 4 or 3.
C.  The auditory bulla is never rudimentary or constricted so that it appears to have two parts.  This constriction may be near the middle of the bulla or it may be on one end.
",http://archive.fieldmuseum.org/tanzania/Key_Images/Carnivora_5a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=16&key=6,"A.  The alisphenoid canal may or may not be present.  To determine this, pass a thin wire through any small holes in the region shown and look for it to come out on the same side of the skull.  If it does, the canal is present.
B.  The total number of teeth in the upper toothrow on each side is 5 or 6.
C.  the auditory bulla is rudimentary or constricted so that it appears to have two parts.  This constriction may be near the middle of the bulla or it may be on one end.
",http://archive.fieldmuseum.org/tanzania/Key_Images/Carnivora_5b.jpg,,"['', '', '©R. Banasiak, P. Lai & L. Watson', '©L. Watson', 'Select', 'Select']",,,"©R. Banasiak, P. Lai & L. Watson | ©L. Watson"
300,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=16&key=4,Option-page,Section: Carnivora,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=18&key=1,"A.  The last tooth on either side of the upper jaw is very small in comparison to the tooth in front of it.
B.  The greatest length of the skull is longer than 200 mm.",http://archive.fieldmuseum.org/tanzania/Key_Images/Carnivora_4a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=16&key=5,The greatest length of the skull is shorter than 200 mm.,http://archive.fieldmuseum.org/tanzania/Key_Images/Carnivora_4b.jpg,,"['', '', '©P. Lai & L. Watson', '©P. Lai & L. Watson', 'Select', 'Select']",,,©P. Lai & L. Watson | ©P. Lai & L. Watson
294,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=16&key=3,Option-page,Section: Carnivora,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=17&key=1,"For the upper and lower jaws combined, the total number of teeth behind the canine on each side is equal to, or more than 13.  ",http://archive.fieldmuseum.org/tanzania/Key_Images/Carnivora_3a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=16&key=4,"For the upper and lower jaws combined, the total number of teeth behind the canine on each side is fewer than 13.",http://archive.fieldmuseum.org/tanzania/Key_Images/Carnivora_3b.jpg,,"['', '', '©L. Watson', '©P. Lai & L. Watson', 'Select', 'Select']",,,©L. Watson | ©P. Lai & L. Watson
280,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=16&key=1,Option-page,Section: Carnivora,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=16&key=2,"For the upper and lower jaws combined, the total number of teeth behind the canine on each side is equal to, or fewer than 7.",http://archive.fieldmuseum.org/tanzania/Key_Images/Carnivora_1a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=16&key=3,"For the upper and lower jaws combined, the total number of teeth behind the canine on each side is more than 7.",http://archive.fieldmuseum.org/tanzania/Key_Images/Carnivora_1b.jpg,,"['', '', '©L. Watson', '©P. Lai & L. Watson', 'Select', 'Select']",,,©L. Watson | ©P. Lai & L. Watson
276,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=1&key=14,Option-page,Section: General,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=24&key=1,"A.  On either side of the upper jaw, the teeth behind the canine are flattened.
B.  On either side of the upper jaw, there is a significant gap between the incisors and the canine and between the canine and the teeth behind the canine.
C.  The greatest length of the skull is longer than 400 mm.
",http://archive.fieldmuseum.org/tanzania/Key_Images/General_14a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=16&key=1,"A.  On either side of the upper jaw, the teeth behind the canine are not flattened.
B.  On the upper jaw there are no significant gaps between any of the teeth.
C.  The greatest length of the skull is shorter than 400 mm.
",http://archive.fieldmuseum.org/tanzania/Key_Images/General_14b.jpg,,"['', '', '©R. Banasiak & P. Lai', '©P. Lai', 'Select', 'Select']",,,©R. Banasiak & P. Lai | ©P. Lai
270,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=1&key=13,Option-page,Section: General,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=23&key=1,"A.  The upper incisor on each side of the upper jaw is triangular in cross section.
B.  There is a gap between the upper incisor on each side of the upper jaw, and each is significantly longer than the teeth behind it.
C.  The lower incisors project at an angle from the lower jaw and are grooved on the inner surface.  
",http://archive.fieldmuseum.org/tanzania/Key_Images/General_13a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=1&key=14,"A.  The upper incisors are not triangular in cross section.
B.  There may or may not be a gap between the upper incisors on each side of the upper jaw, and they may or may not be longer than any of the teeth to the rear.
C.  If the lower incisors project at an angle from the lower jaw, they are not grooved on the inner surface.",http://archive.fieldmuseum.org/tanzania/Key_Images/General_13b.jpg,,"['', '', '©R. Banasiak', '©R. Banasiak', 'Select', 'Select']",,,©R. Banasiak | ©R. Banasiak
184,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=1&key=12,Option-page,Section: General,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=25&key=1,"Either...
A.  There are no teeth in the front part of the upper jaw for a distance of one fifth of the greatest length of the skull and the front most teeth in the upper jaw are not much longer than the rest of the teeth in the upper jaw, or...
B.  if there are teeth present in the front one fifth of the upper jaw, the greatest width of the skull is wider than 350 mm. ",http://archive.fieldmuseum.org/tanzania/Key_Images/General_12a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=1&key=13,"A.  There are teeth present at the very front end of the upper jaw, or if not present at the very front of the upper jaw, present in the first one fifth of the length of the skull.
B.  The greatest width of the skull is narrower than 350 mm. 
C.  The front most teeth may or may not be longer than the rest of the teeth.  ",http://archive.fieldmuseum.org/tanzania/Key_Images/General_12b.jpg,,"['', '', '©R. Banasiak', '©R. Banasiak & P. Lai', 'Select', 'Select']",,,©R. Banasiak | ©R. Banasiak & P. Lai
