order,url,page_type,section,opt_a_link,opt_a_text,opt_a_img,opt_b_link,opt_b_text,opt_b_img,other_images,other_text,match_taxon,match_common,image_credits
608,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=137,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_E_minimus_136_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Description_E_minor_136_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_E_minor_137.jpg,,Epomophorus,,
606,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=6&key=12,Option-page,Section: Megachiroptera (Pteropodidae),http://archive.fieldmuseum.org/tanzania/Species.asp?ID=135,"A.  The forearm length is greater than, or equal to 67 mm in males, 64 mm in females.B.  The greatest length of the cranium is greater than, or equal to 40 mm in males; 38 in females.",http://archive.fieldmuseum.org/tanzania/Key_Images/Epomophorus_1_3a.jpg,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=137,"A.  The forearm length is less than, or equal to 69 mm in males, 68 mm in females.B.  The greatest length of the cranium is less than, or equal to 42 mm in males, 40 in females.",http://archive.fieldmuseum.org/tanzania/Key_Images/Epomophorus_1_3b.jpg,,"['', '', '©R. Banasiak', '©R. Banasiak', 'Select', 'Select']",,,©R. Banasiak | ©R. Banasiak
604,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=6&key=11,Option-page,Section: Megachiroptera (Pteropodidae),http://archive.fieldmuseum.org/tanzania/Species.asp?ID=134,"A.  The forearm length is greater than 75 mm.B.  The greatest length of the cranium is greater than, or equal to 50 mm in males, 45 mm in females.",http://archive.fieldmuseum.org/tanzania/Key_Images/Epomophorus_1_2a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=6&key=12,"A.  The forearm length is less than 75 mm.B.  The greatest length of the cranium is less than 50 mm in males, 45 mm in females.",http://archive.fieldmuseum.org/tanzania/Key_Images/Epomophorus_1_2b.jpg,,"['', '', '©R. Banasiak', '©R. Banasiak', 'Select', 'Select']",,,©R. Banasiak | ©R. Banasiak
602,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=6&key=10,Option-page,Section: Megachiroptera (Pteropodidae),http://archive.fieldmuseum.org/tanzania/Species.asp?ID=138,"This key for species of Epomophorus is modified from Boulay and Robbins (1989) and Bergmans (1997).A.  The length of forearm is greater than 67 mm.B.  There is only one transverse ridge on the soft palate behind the last upper cheekteeth, and all transverse ridges on the palate in front of the last upper cheekteeth are undivided.",http://archive.fieldmuseum.org/tanzania/Key_Images/Epomophorus_1_1a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=6&key=11,"This key for species of Epomophorus is modified from Boulay and Robbins (1989) and Bergmans (1997) .A.  The length of the forearm is less than 67 mm (or if greater, there is more than one transverse ridge on the soft palate behind the last upper cheekteeth).B.  There is more than one transverse ridge behind the last upper cheekteeth.",http://archive.fieldmuseum.org/tanzania/Key_Images/Epomophorus_1_1b.jpg,,"['', '', '©R. Banasiak', '©R. Banasiak', 'Select', 'Select']",,,©R. Banasiak | ©R. Banasiak
610,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=139,Match-page,,,,,,,,,,Epomops,,
611,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=140,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_E_franqueti_140_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_E_franqueti_140_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_E_franqueti_140.jpg,,Epomops,,
609,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=6&key=13,Option-page,Section: Megachiroptera (Pteropodidae),http://archive.fieldmuseum.org/tanzania/Species.asp?ID=139,A.  Three palatal ridges on soft palate between cheekteeth.B.  Only 2 ridges behind the cheekteeth and these with triangular projections.,http://archive.fieldmuseum.org/tanzania/Key_Images/Epomops_1_1a.jpg,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=140,A.  Four palatal ridges on soft palate between cheekteeth.B.  At least 5 ridges behind the cheekteeth and these are thin and serrated without triangular projections.,http://archive.fieldmuseum.org/tanzania/Key_Images/Epomops_1_1b.jpg,,"['', '', '©R. Banasiak', '©R. Banasiak', 'Select', 'Select']",,,©R. Banasiak | ©R. Banasiak
601,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=6&key=6,Option-page,Section: Megachiroptera (Pteropodidae),http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=6&key=10,The rear end of the bony palate has two concave pockets.,http://archive.fieldmuseum.org/tanzania/Key_Images/Chiro_Mega_6a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=6&key=13,"The rear end of the bony palate is flat, without two concave pockets.",http://archive.fieldmuseum.org/tanzania/Key_Images/Chiro_Mega_6b.jpg,,"['', '', '©P. Lai', '©P. Lai', 'Select', 'Select']",,,©P. Lai | ©P. Lai
599,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=6&key=5,Option-page,Section: Megachiroptera (Pteropodidae),http://archive.fieldmuseum.org/tanzania/Species.asp?ID=144,The greatest length of the skull is shorter than 35 mm.,http://archive.fieldmuseum.org/tanzania/Key_Images/Chiro_Mega_5a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=6&key=6,The greatest length of the skull is longer than 35 mm.,http://archive.fieldmuseum.org/tanzania/Key_Images/Chiro_Mega_5b.jpg,,"['', '', '©P. Lai', '©P. Lai', 'Select', 'Select']",,,©P. Lai | ©P. Lai
585,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=6&key=1,Option-page,Section: Megachiroptera (Pteropodidae),http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=6&key=2,On either side of the upper jaw there are 5 (sometimes 4) teeth behind the canine (the first tooth behind the upper canine may be very small or missing).,http://archive.fieldmuseum.org/tanzania/Key_Images/Chiro_Mega_1a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=6&key=5,"On either side of the upper jaw, there are 3 teeth behind the canine.",http://archive.fieldmuseum.org/tanzania/Key_Images/Chiro_Mega_1b.jpg,,"['', '', '©P. Lai', '©P. Lai', 'Select', 'Select']",,,©P. Lai | ©P. Lai
615,http://archive.fieldmuseum.org/tanzania/SkullKey_end.asp?ID=20,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/Key_Images/Results_20a.jpg | http://archive.fieldmuseum.org/tanzania/Key_Images/Results_20b.jpg,"['There are 4 species recorded in Tanzania: Taphozous hildegardeae, Taphozous mauritianus, Taphozous nudiventris and  Taphozous perforatus.  Look for the pocket of skin just under the wrist and four lower incisors to distinguish this genus from Coleura.']",Taphozous,,©B. Stanley | ©R. Banasiak
616,http://archive.fieldmuseum.org/tanzania/SkullKey_end.asp?ID=28,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/Key_Images/Results_28a.jpg | http://archive.fieldmuseum.org/tanzania/Key_Images/Results_28b.jpg,"['There is 1 species recorded from Tanzania: Coleura afra.  The tail is more upright than the tail of Taphozous, and the nose extends far forward over the mouth.  Coleura has a total of 6 lower incisors...Taphozous has 4.']",Coleura,,"©P. Lai, FMNH 152427 | ©R. Banasiak, FMNH 152441"
614,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=8&key=1,Option-page,Section: Emballonuridae,http://archive.fieldmuseum.org/tanzania/SkullKey_end.asp?ID=20,"On either side of the lower jaw there are 2 incisors, for a total of 4 lower incisors.
",http://archive.fieldmuseum.org/tanzania/Key_Images/Emballon_1a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey_end.asp?ID=28,"On either side of the lower jaw there are 3 incisors, for a total of 6 lower incisors.
",http://archive.fieldmuseum.org/tanzania/Key_Images/Emballon_1b.jpg,,"['', '', '©P. Lai & C. Steele', '©P. Lai & C. Steele', 'Select', 'Select']",,,©P. Lai & C. Steele | ©P. Lai & C. Steele
619,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=179,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_L_frons_179_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_L_frons_179_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_L_frons_179.jpg,,Lavia,,
620,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=178,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_C_cor_178_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_C_cor_178_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_C_cor_178.jpg,,Cardioderma,,
618,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=9&key=1,Option-page,Section: Megadermatidae,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=179,"A.  There are 3 prominent cusps on the upper canine (the front most tooth on either side of the upper jaw); the smallest of these is on the interior front corner of the tooth.
B.  The posterior cusp is set in towards the tongue from a line drawn between the highest point of the canine and the largest cusp on the tooth behind it, and...
C.  The posterior cusp on the upper canine is approximately 1/2 as high as the tooth behind the canine. 
",http://archive.fieldmuseum.org/tanzania/Key_Images/Megaderm_1a.jpg,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=178,"A.  There are 2 prominent cusps on the upper canine (the front most tooth on either side of the upper jaw); there is no cusp on the interior front corner of the tooth.
B.  The posterior cusp is along a line drawn between the highest point of the canine and the largest cusp on the tooth behind it, and...
C.  The posterior cusp on the upper canine is approximately as high as the tooth behind the canine. 

",http://archive.fieldmuseum.org/tanzania/Key_Images/Megaderm_1b.jpg,,"['', '', '©R. Banasiak', '©R. Banasiak', 'Select', 'Select']",,,©R. Banasiak | ©R. Banasiak
623,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=196,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_N_nana_196_b.jpg,,Nycteris,,
624,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=190,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_N_arge_190_b.jpg,,Nycteris,,
622,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=7&key=18,Option-page,Section: Microchiroptera,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=196,The condylocanine length of the skull is greater than 15 mm.,http://archive.fieldmuseum.org/tanzania/Key_Images/Nycteris_1_2a.jpg,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=190,The condylocanine length of the skull is less than 15 mm.,http://archive.fieldmuseum.org/tanzania/Key_Images/Nycteris_1_2b.jpg,,"['', '', '©R. Banasiak', '©R. Banasiak', 'Select', 'Select']",,,©R. Banasiak | ©R. Banasiak
627,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=192,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_N_grandis_192_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_N_grandis_192_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_N_grandis_192.jpg,,Nycteris,,
628,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=193,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_N_hispida_193_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_N_hispida_193_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_N_hispida_193.jpg,,Nycteris,,
626,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=7&key=20,Option-page,Section: Microchiroptera,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=192,A.  The length of the forearm is greater than 50 mm.B.  The ear is longer than 26 mm.C.  The condylocanine length of the skull is greater than 18 mm.,http://archive.fieldmuseum.org/tanzania/Key_Images/Nycteris_1_4a.jpg,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=193,A.  The length of the forearm is less than 50 mm.B.  The ear is shorter than 26 mm.C.  The condylocanine length of the skull is less than 18 mm.,http://archive.fieldmuseum.org/tanzania/Key_Images/Nycteris_1_4b.jpg,,"['', '', '©R. Banasiak', '©R. Banasiak', 'Select', 'Select']",,,©R. Banasiak | ©R. Banasiak
631,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=195,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_N_macrotis_195_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_N_macrotis_195.jpg,,Nycteris,,
632,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=198,Match-page,,,,,,,,,,Nycteris,,
630,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=7&key=22,Option-page,Section: Microchiroptera,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=195,The length of the forearm is greater than 36 mm.,http://archive.fieldmuseum.org/tanzania/Key_Images/Nycteris_1_6a.jpg,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=198,The length of the forearm length is less than 36 mm.,http://archive.fieldmuseum.org/tanzania/Key_Images/Nycteris_1_6b.jpg,,"['', '', '©R. Banasiak', '©R. Banasiak', 'Select', 'Select']",,,©R. Banasiak | ©R. Banasiak
633,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=197,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_N_thebaica_197_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_N_thebaica_197_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_N_thebaica_197.jpg,,Nycteris,,
629,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=7&key=21,Option-page,Section: Microchiroptera,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=7&key=22,The tragus is semilunate.,http://archive.fieldmuseum.org/tanzania/Key_Images/Nycteris_1_5a.jpg,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=197,The tragus is lollipop-shaped.,http://archive.fieldmuseum.org/tanzania/Key_Images/Nycteris_1_5b.jpg,,"['', '', '©R. Banasiak', '©R. Banasiak', 'Select', 'Select']",,,©R. Banasiak | ©R. Banasiak
625,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=7&key=19,Option-page,Section: Microchiroptera,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=7&key=20,The upper incisors are trifid.,http://archive.fieldmuseum.org/tanzania/Key_Images/Nycteris_1_3a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=7&key=21,The upper incisors are bifid.,http://archive.fieldmuseum.org/tanzania/Key_Images/Nycteris_1_3b.jpg,,"['', '', '©R. Banasiak', '©R. Banasiak', 'Select', 'Select']",,,©R. Banasiak | ©R. Banasiak
621,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=7&key=17,Option-page,Section: Microchiroptera,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=7&key=18,"This key to Nycteris is based on Koopman (1975) and Meester, et al. (1986).The crown of the smallest tooth in the lower toothrow (the posterior lower premolar) rises significantly above the cingulum of the tooth on either side of it (the anterior upper premolar and the 1st upper molar).",http://archive.fieldmuseum.org/tanzania/Key_Images/Nycteris_1_1a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=7&key=19,The crown of the smallest tooth in the lower toothrow (the posterior lower premolar) rises either just below or even with the cingulum of the tooth on either side of it (the anterior upper premolar and the 1st upper molar).,http://archive.fieldmuseum.org/tanzania/Key_Images/Nycteris_1_1b.jpg,,"['', '', '©R. Banasiak', '©R. Banasiak', 'Select', 'Select']",,,©R. Banasiak | ©R. Banasiak
617,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=7&key=3,Option-page,Section: Microchiroptera,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=9&key=1,"A.  There is no deep concavity on the top of the cranium between the eye regions.
B.  There is a ""U"" shaped gap between the upper canines with no upper incisors between the canines.
",http://archive.fieldmuseum.org/tanzania/Key_Images/Chiro_Micro_3a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=7&key=17,"A.  There is a deep concavity on the top of the cranium between the eye regions.
B.  There are incisors (each with either two or three cusps) between the upper canines. 
",http://archive.fieldmuseum.org/tanzania/Key_Images/Chiro_Micro_3b.jpg,,"['', '', '©R. Banasiak', '©R. Banasiak', 'Select', 'Select']",,,©R. Banasiak | ©R. Banasiak
613,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=7&key=2,Option-page,Section: Microchiroptera,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=8&key=1,The bony extension over the eye region is very slender.,http://archive.fieldmuseum.org/tanzania/Key_Images/Chiro_Micro_2a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=7&key=3,The bony extension over the eye region is very broad.,http://archive.fieldmuseum.org/tanzania/Key_Images/Chiro_Micro_2b.jpg,,"['', '', '©P. Lai', '©P. Lai', 'Select', 'Select']",,,©P. Lai | ©P. Lai
